,yaml_name,mean_distance_to_orig
0,hypersearch-1-8,0.3551811027376906
1,hypersearch-20-16,0.5083137455607497
2,hypersearch-2-35,0.3959771021033706
3,hypersearch-5-19,0.26369354518215327
4,hypersearch-4-24,0.19598638879602898
5,hypersearch-6-18,0.3595755392166788
6,hypersearch-5-43,0.39438270790473745
7,hypersearch-33-47,0.6810049129807857
8,hypersearch-0-41,0.4650261749253714
9,hypersearch-2-12,0.34177335238544854
10,hypersearch-0-45,0.5070954519976009
11,hypersearch-9-49,0.40783138213235004
12,hypersearch-5-23,0.20374099749185284
13,hypersearch-35-0,0.23553756545822108
14,hypersearch-3-31,0.5662654921981961
15,hypersearch-20-46,0.49473915976826477
16,hypersearch-0-19,0.46417983542989494
17,hypersearch-8-44,0.4907790896466937
18,hypersearch-3-35,0.225534921944061
19,hypersearch-3-28,0.4131719873020189
20,hypersearch-9-43,0.24837707425026193
21,hypersearch-20-37,0.31528220338885793
22,hypersearch-4-49,0.3655580164430235
23,hypersearch-5-46,0.3874214706521181
24,hypersearch-9-13,0.4971679779397422
25,hypersearch-5-35,0.5726481359814137
26,hypersearch-2-44,0.4154475465209801
27,hypersearch-1-42,0.17506596924000978
28,hypersearch-5-5,0.3176489276664609
29,hypersearch-8-18,0.45613237703574266
30,hypersearch-35-35,0.31036006082493006
31,hypersearch-1-23,0.5847822014345397
32,hypersearch-0-1,0.4783493898329036
33,hypersearch-2-31,0.341843599328836
34,hypersearch-2-30,0.4168893528851584
35,hypersearch-6-32,0.5324389901188386
36,hypersearch-34-32,0.487740104281943
37,hypersearch-20-25,0.4057201058899063
38,hypersearch-33-35,0.2536751278139173
39,hypersearch-3-18,0.6244914443688105
40,hypersearch-1-25,0.37161504640145293
41,hypersearch-0-49,0.41483980094985506
42,hypersearch-30-23,0.3472275894282485
43,hypersearch-0-14,0.32717004166564734
44,hypersearch-4-23,0.2784032274600475
45,hypersearch-6-40,0.22236121396012568
46,hypersearch-7-42,0.2927764618934717
47,hypersearch-3-4,0.4863892038014061
48,hypersearch-5-26,0.623024206270682
49,hypersearch-20-35,0.5155260685709938
50,hypersearch-5-18,0.17011219509986691
51,hypersearch-2-21,0.40851150396000346
52,hypersearch-30-17,0.3789269921737219
53,hypersearch-2-24,0.6097558408862408
54,hypersearch-4-21,0.6491322249214155
55,hypersearch-0-9,0.25286484224017225
56,hypersearch-2-42,0.6060564380134731
57,hypersearch-7-33,0.5744286156987706
58,hypersearch-20-44,0.38462558410397085
59,hypersearch-34-34,0.22840911163209934
60,hypersearch-33-16,0.18737221860734038
61,hypersearch-0-46,0.3731060449876754
62,hypersearch-35-49,0.3871364762599637
63,hypersearch-2-40,0.4219674458686047
64,hypersearch-5-47,0.22947749087478359
65,hypersearch-34-21,0.505866223890646
66,hypersearch-8-42,0.45308780204074844
67,hypersearch-34-40,0.43393479907187194
68,hypersearch-35-6,0.3081602376875945
69,hypersearch-31-19,0.20552865771999074
70,hypersearch-5-22,0.5455037348816257
71,hypersearch-5-45,0.4161977890192767
72,hypersearch-2-36,0.2675430410540189
73,hypersearch-31-12,0.6044747668973011
74,hypersearch-8-13,0.3469500975273614
75,hypersearch-9-32,0.3758535264271414
76,hypersearch-4-28,0.47798037784831215
77,hypersearch-33-21,0.765158077099804
78,hypersearch-8-16,0.6387736980219463
79,hypersearch-6-0,0.4100990167923956
80,hypersearch-2-14,0.3153822930275392
81,hypersearch-34-48,0.34765923861457915
82,hypersearch-6-39,0.28624202107495755
83,hypersearch-30-0,0.7305423604421226
84,hypersearch-7-1,0.7338139788711534
85,hypersearch-2-16,0.5438510122968863
86,hypersearch-8-34,0.2072097031105074
87,hypersearch-0-6,0.4905636844726534
88,hypersearch-35-28,0.25666341152292554
89,hypersearch-8-43,0.24171607026352968
90,hypersearch-0-38,0.4495872986655504
91,hypersearch-2-26,0.4459033557842373
92,hypersearch-6-20,0.30399651347607604
93,hypersearch-30-2,0.4674060720566844
94,hypersearch-34-33,0.4689607831124009
95,hypersearch-2-25,0.2873441191627766
96,hypersearch-4-34,0.230202924790662
97,hypersearch-34-7,0.2047875101575943
98,hypersearch-0-16,0.5164396574207565
99,hypersearch-5-17,0.6900626397877759
100,hypersearch-5-32,0.4187751785299408
101,hypersearch-20-27,0.3294819669988079
102,hypersearch-0-17,0.3653948634367839
103,hypersearch-0-15,0.48854616037876275
104,hypersearch-6-21,0.4681031880989348
105,hypersearch-7-11,0.3304786959314619
106,hypersearch-30-10,0.5775595284851386
107,hypersearch-9-7,0.491319039575269
108,hypersearch-2-43,0.6316890397772223
109,hypersearch-2-34,0.5378475749016113
110,hypersearch-20-34,0.23323653039442033
111,hypersearch-2-20,0.4724168491203121
112,hypersearch-7-9,0.56307279802984
113,hypersearch-6-19,0.4647683520328788
114,hypersearch-3-20,0.7671794289182455
115,hypersearch-33-46,0.48069993325004917
