,image_id,orig_ia_pre_score,orig_ia_pre_styles_change,dist_ia_pre_score,dist_ia_pre_styles_change,dist_filters
23,7569,0.9885681867599488,"[-1.3784825801849365, 0.9478492736816406, -0.18417507410049438, 0.6296453475952148, 0.2683880925178528, -0.03881389647722244, 0.06379254162311554, 0.34851181507110596, 0.06981225311756134]",0.8427238464355469,"[-1.0166206359863281, 0.7756056785583496, -0.4513189196586609, 0.31676629185676575, 0.2112562656402588, 0.12152158468961716, 0.019952595233917236, 0.16421878337860107, 0.00645030289888382]","[0.003170287228035029, -0.06765069963285233, -0.17521471972754826, -0.17369673540032984, 0.0927086258807292, 0.25991897990764096, -0.1293506553932468, -0.0759220009197124]"
24,6630,0.9877054691314696,"[-0.21569132804870605, -0.320719450712204, 0.8070862293243408, -0.22770622372627258, 0.0017329156398773193, -0.23114383220672607, 0.27338695526123047, 0.5564489960670471, 0.03622601181268692]",0.9384372234344482,"[-0.24083727598190308, -0.07660111784934998, 0.4877015948295593, -0.14806616306304932, 0.021007701754570007, -0.004613583907485008, 0.20886538922786713, 0.4662531018257141, 0.1643916368484497]","[-0.2299343808341347, -0.1216713989916563, 0.24011794382485346, -0.28841788803582163, -0.1417172306392476, 0.24764338040518058, 0.11159297373030869, -0.015344453033539207]"
25,7841,0.9876482486724854,"[-0.7116243839263916, 0.9156656265258789, -0.15812230110168457, 0.3605261743068695, 0.28605616092681885, 0.09457682818174362, 0.13506737351417542, -0.16736656427383423, 0.21046137809753418]",0.9684739708900452,"[-0.627739429473877, 0.9989469647407532, -0.06562400609254837, 0.5310125350952148, 0.2684575021266937, 0.3651953339576721, 0.1290753185749054, -0.19433069229125977, 0.11779078841209412]","[-0.24187150880395136, 0.17066787019882307, 0.0803730598406322, -0.022175314170218008, -0.2739301071627577, -0.009450118158179088, 0.09951989302780445, -0.147619771535942]"
26,4683,0.9869349002838136,"[-0.834794282913208, 0.9040351510047913, 0.7957281470298767, 0.3027550280094147, 0.42796167731285095, 0.06986213475465775, 0.20582006871700287, 0.011508822441101074, 0.2150854766368866]",0.9621120691299438,"[-0.9406071901321411, 1.1020801067352295, 0.4922354817390442, 0.44235023856163025, 0.42641565203666687, 0.17469829320907593, 0.15446464717388153, 0.40725287795066833, -0.2554680407047272]","[0.0056753900575911564, 0.22855194668017415, 0.23068390546493572, 0.20597208944194084, -0.1588665951553614, -0.11510440113934828, 0.12944055970309487, -0.27148621844617343]"
27,6592,0.986788272857666,"[-0.07751039415597916, -0.14255684614181519, 0.3469800651073456, 0.08256563544273376, 0.17054341733455658, -0.6182262301445007, 0.16768155992031097, -0.16552278399467468, 0.24956604838371277]",0.975045382976532,"[-0.09375327080488205, 0.17882420122623444, 0.11770037561655045, 0.37996748089790344, 0.2729792594909668, -0.34159916639328003, 0.12905502319335938, -0.009131819009780884, 0.015766888856887817]","[-0.03377510356552388, 0.10593683581453, -0.19378135067099608, 0.1563358945339796, 0.2997162624625818, -0.03901603164536438, -0.054980069895176314, 0.09130829306967453]"
28,4467,0.9864622950553894,"[-0.4239250421524048, 0.055787667632102966, 0.9672374725341797, -0.39044326543807983, 0.3786962330341339, -0.44817134737968445, 0.246758371591568, -0.2019164264202118, 0.5723409056663513]",0.9113242030143738,"[-0.5532037019729614, 0.1570853888988495, 0.7525953054428101, -0.5292606353759766, 0.34879839420318604, -0.42599764466285706, 0.23460829257965088, -0.37057024240493774, 0.4839519262313843]","[0.05858593077738716, -0.05619545156659894, -0.030440096805200545, 0.14942325030899734, -0.09431395984477234, 0.22307846534942927, -0.12052355075546542, 0.12143047023533948]"
29,5307,0.985911786556244,"[-1.3434886932373047, 0.2877144515514374, -0.5146952867507935, -0.2614954113960266, 0.08024001121520996, -1.2403606176376343, 0.050943754613399506, -0.4917909502983093, 1.2455992698669434]",0.9834317564964294,"[-1.1386384963989258, 0.4400661289691925, 0.26518338918685913, -0.020313382148742676, 0.16240030527114868, -0.40380704402923584, 0.16783306002616882, -0.1153145506978035, 0.6298139691352844]","[0.05670037094206343, 0.12098102395393812, -0.02439603976433935, 0.25415348818417466, -0.002381439971595456, -0.041374662644389215, 0.21938644557236037, 0.09296884284588647]"
30,5210,0.984331488609314,"[-0.8664737939834595, 0.16425754129886627, 0.646515965461731, 0.01727260649204254, 0.28166550397872925, -0.361371785402298, 0.3515007495880127, -0.5700539350509644, 0.8736304640769958]",0.988903820514679,"[-0.6502790451049805, -0.1631132960319519, 0.8085649609565735, 0.12365284562110901, 0.25166645646095276, -0.5973490476608276, 0.37563496828079224, 0.19568921625614166, 0.23348256945610046]","[-0.16806916595589821, -0.035236106450964866, 0.2814911081320663, 0.0971598601260395, -0.07621726601865933, 0.054676452777663975, 0.05138483520464515, 0.24790388017865345]"
31,6970,0.984331488609314,"[-0.8664737939834595, 0.16425754129886627, 0.646515965461731, 0.01727260649204254, 0.28166550397872925, -0.361371785402298, 0.3515007495880127, -0.5700539350509644, 0.8736304640769958]",0.9975402355194092,"[-0.8812751770019531, -0.034543395042419434, 0.7783544063568115, 0.03717970848083496, 0.07971347868442535, -0.7015793323516846, 0.37045183777809143, -0.3845793604850769, 0.8598186373710632]","[-0.06627939025245111, -0.05074754681033786, -0.18433503893717645, 0.17809997473995304, 0.2775378569835986, 0.1197755835950442, -0.19258208703896856, 0.07120064024353345]"
32,7660,0.9837005734443665,"[-0.01586281508207321, -0.005847664549946785, 0.685651957988739, 0.45016416907310486, -0.022814124822616577, 0.018512124195694923, 0.23794901371002197, 0.5113452672958374, 0.2292841672897339]",0.9875533580780029,"[-0.10431740432977676, -0.19469529390335083, 0.7583561539649963, 0.3013182580471039, -0.05192208290100098, -0.29748278856277466, 0.27011483907699585, 0.26685211062431335, 0.6147961616516113]","[-0.05086427164441912, -0.045374131959291075, 0.23995265195021248, -0.07866803692858984, -0.10872525350306239, 0.2529182704127209, -0.08135804234634539, 0.052127667666534205]"
33,4356,0.9831113815307616,"[-0.535426676273346, 0.17502877116203308, 0.13307923078536987, 0.2527293264865875, 0.2076646089553833, -0.28856879472732544, 0.1291581690311432, 0.3444562554359436, -0.07266387343406677]",0.9956724643707275,"[-0.585715651512146, 0.1113295927643776, 0.14116379618644714, 0.15242105722427368, 0.13222485780715942, -0.39144885540008545, 0.10847964137792587, 0.3000980019569397, -0.08406780660152435]","[-0.21984016289458497, 0.06354631951297024, -0.017502357656282663, -0.05773533960696675, 0.1422668460528606, 0.1630730081584521, 0.26761078349818607, 0.10214586532419428]"
34,7830,0.9825953245162964,"[-0.018657013773918152, -0.05625537037849426, 0.005932159721851349, -0.038601309061050415, 0.18758593499660492, -0.3361065983772278, 0.1794247180223465, -0.05722496658563614, 0.3911295533180237]",0.8744974732398987,"[-0.007003270089626312, -0.02175595425069332, -0.1653008759021759, -0.09111183881759644, 0.19252929091453552, -0.3664970099925995, 0.16737644374370575, -0.13715308904647827, 0.4095660448074341]","[-0.03252260464753465, 0.0010977296174311535, 0.11390798446859818, 0.13862040967045097, 0.24983087953307398, 0.06968749504816668, 0.1994916360809344, -0.21887211943418103]"
35,8581,0.981834352016449,"[-0.14598017930984497, -0.027773888781666756, -0.106075219810009, -0.3577267527580261, 0.02434152364730835, -0.5003429651260376, 0.07373109459877014, 0.4179258942604065, -0.22535815834999084]",0.9909782409667969,"[-0.5404576063156128, 0.21205531060695648, -0.15815842151641846, -0.2038179188966751, -0.12782230973243713, -0.3501679301261902, 0.08243351429700851, 0.2463308870792389, 0.010795116424560547]","[-0.046952283052957955, -0.21078597353691253, -0.07408855089542776, -0.24896895252889542, -0.26564274905862145, -0.07642984780684295, 0.07909521270186193, 0.1771272620981974]"
36,5655,0.9815781116485596,"[-0.37546306848526, -0.11596950888633728, 0.45805221796035767, 0.15481537580490112, 0.17771142721176147, -0.13610482215881348, 0.15559718012809753, -0.021116197109222412, 0.4327842593193054]",0.7503746151924133,"[-0.7207135558128357, -0.15769633650779724, 0.26499268412590027, -0.04125291109085083, 0.044644832611083984, -0.3495209813117981, 0.17523467540740967, -0.0033028796315193176, 0.35215097665786743]","[0.0474038703647085, -0.28103805401534815, 0.015404449813491705, 0.12590779514414624, 0.04904839424063567, -0.09687331830128126, -0.0869506285958685, -0.05813493918661322]"
37,5862,0.9811073541641236,"[-0.7055942416191101, 0.5487709641456604, 0.4885704517364502, 0.5832662582397461, 0.056051671504974365, 0.22349393367767334, 0.20073185861110687, 0.5512640476226807, -0.33680129051208496]",0.9733995199203491,"[-0.7736387252807617, 0.6393157839775085, 0.4357059597969055, 0.6232054233551025, 0.08239993453025818, 0.17701543867588043, 0.197862446308136, 0.5863442420959473, -0.33395054936408997]","[-0.01985697697488492, 0.013586859191728917, -0.09463789509705495, -0.10792212485342512, 0.29884380922173287, 0.08273989308905766, 0.08649971298230985, -0.14277848683382877]"
38,7463,0.9805712699890136,"[-0.395398885011673, -0.14979195594787598, 0.04168161004781723, 0.346983939409256, -0.29669782519340515, -0.6708047986030579, 0.10288024693727493, 0.5604740381240845, -0.4534696340560913]",0.9966745376586914,"[-0.05209123343229294, -0.3919057846069336, 0.5482386350631714, 0.5713150501251221, -0.3713711202144623, -0.5509611964225769, 0.14185747504234314, 1.0900136232376099, -0.6167899966239929]","[-0.19933178865491694, -0.1351797521113112, 0.03669025324916608, -0.2166140409678857, 0.05774290645055513, -0.27994345961326694, 0.039132029067874385, -0.2125132664822731]"
39,8294,0.980356991291046,"[-0.8627054691314697, 0.46594345569610596, -0.13093984127044678, 0.435808390378952, -0.15467509627342224, -0.045612603425979614, 0.13577201962471008, -0.876833975315094, 1.1865394115447998]",0.9978806972503662,"[-0.962106466293335, 0.5559262633323669, -0.08407824486494064, 0.30516764521598816, -0.05210244655609131, -0.12046658247709274, 0.12140516191720963, -1.2779226303100586, 1.5900394916534424]","[-0.06204077115311618, -0.14316295436626505, 0.16392959829469822, -0.01736393549148363, -0.11314850414821082, 0.17412011993815285, 0.22370672989147494, -0.2943083780604872]"
40,7082,0.9794655442237854,"[-0.9417014122009277, 0.7790364623069763, 0.3741843104362488, 0.774428129196167, 0.14701154828071594, -0.07104373723268509, 0.25654691457748413, -0.05161794275045395, 0.6244872808456421]",0.9164840579032898,"[-1.1086413860321045, 0.5344030857086182, 0.4613015651702881, 0.13086536526679993, 0.031095385551452637, -0.1379854679107666, 0.29690542817115784, 0.12479598075151443, 0.4581332802772522]","[0.26549073385601546, -0.2208024855327035, 0.12179298270892547, 0.18535910639731207, 0.03294322460915744, 0.03039308867588525, 0.17209227893710566, -0.121673323891801]"
41,6607,0.979103147983551,"[-0.6021744012832642, 0.9593958258628845, 0.09273003786802292, 1.1010879278182983, -0.025380343198776245, 0.17069005966186523, 0.12174977362155914, 0.6588143110275269, -0.289355605840683]",0.8076338768005371,"[-0.931228756904602, 1.6166579723358154, -0.13729295134544373, 1.811147928237915, -0.0044037699699401855, 0.7618919610977173, 0.110001340508461, 0.20145025849342346, -0.2908932566642761]","[0.1590870202779361, 0.28922450097814295, 0.06649570999964538, -0.2449952247738427, -0.2911795146699416, -0.23425602674857038, 0.08609631973582255, -0.1383044946341692]"
42,5482,0.9789454340934752,"[-0.7004485130310059, 0.2681918144226074, -0.15866976976394653, 0.7534255981445312, -0.31763169169425964, 0.10269849747419357, 0.09853461384773254, 0.5036331415176392, 0.13296809792518616]",0.4681863486766815,"[-0.4016423225402832, -0.2960498034954071, -0.460374653339386, 0.07537630200386047, -0.46844759583473206, -0.37417662143707275, 0.02172817289829254, 0.06773253530263901, 0.6072611212730408]","[0.09088592494076048, 0.13024245452526795, 0.22481420798731816, -0.18078230953235402, 0.06698525356220597, -0.10092595085307057, 0.11205052142472799, 0.28852822843033726]"
43,7039,0.978596806526184,"[-0.2244967818260193, 0.21614396572113037, -0.43729859590530396, 0.275389164686203, 0.2926134169101715, -0.19723862409591675, 0.010952726006507874, 0.2265644073486328, -0.2534393072128296]",0.9316112995147705,"[0.19597738981246948, -0.26771411299705505, -0.2783685028553009, 0.4077114760875702, -0.13778775930404663, -0.20456045866012573, 0.012232169508934021, 0.7288885712623596, -0.6241629719734192]","[-0.015128640165632423, -0.2990990230501303, 0.037100521181769264, 0.24180310707357572, -0.12327609530589542, 0.14485331146733665, -0.1400143962006513, -0.2973211607204607]"
44,5006,0.9783732891082764,"[-0.2846260666847229, 0.049092091619968414, 0.44618603587150574, 0.15100011229515076, 0.14503858983516693, -0.6324930787086487, 0.3440443277359009, -0.20562341809272766, 0.8101608753204346]",0.9275705814361572,"[0.01649913191795349, 0.23218032717704773, 0.28326719999313354, 0.47235748171806335, 0.15009690821170807, -0.13266468048095703, 0.262951523065567, 0.34908217191696167, 0.059008724987506866]","[-0.17630503847068577, -0.09135591930263603, -0.04962753151906241, -0.27579589624813766, -0.19409281702281422, -0.14288790972405851, 0.015251181119847135, -0.11459974434105508]"
45,5343,0.9783732891082764,"[-0.2846260666847229, 0.049092091619968414, 0.44618603587150574, 0.15100011229515076, 0.14503858983516693, -0.6324930787086487, 0.3440443277359009, -0.20562341809272766, 0.8101608753204346]",0.956389307975769,"[-0.5427359938621521, 0.4343686103820801, 0.27473562955856323, 0.4125918447971344, 0.1805148869752884, -0.3001626133918762, 0.30184102058410645, -0.08692006021738052, 0.5296348333358765]","[-0.23886485095333268, 0.25069714753147004, 0.15612399647414588, 0.06285676469851403, 0.13957082648916214, 0.03656209579647013, -0.25703944979292376, 0.2519381304954382]"
46,5486,0.9783732891082764,"[-0.2846260666847229, 0.049092091619968414, 0.44618603587150574, 0.15100011229515076, 0.14503858983516693, -0.6324930787086487, 0.3440443277359009, -0.20562341809272766, 0.8101608753204346]",0.9929841756820679,"[-0.06495989114046097, 0.008486224338412285, 0.5822805762290955, 0.3658080995082855, -0.008453994989395142, -0.5410415530204773, 0.31725430488586426, 0.40781837701797485, 0.25042763352394104]","[-0.15959915570074848, -0.09560515524623708, -0.07152828479538645, -0.08155542603190613, 0.239641192048279, -0.02049458795042519, 0.0383415494246353, 0.011052158764324305]"
