,image_id,orig_ia_pre_score,dist_ia_pre_score,rest_ia_pre_score,orig_ia_pre_styles_change,dist_ia_pre_styles_change,rest_ia_pre_styles_change,orig_ia_pre_styles_change_strength,dist_ia_pre_styles_change_strength,rest_ia_pre_styles_change_strength,distance_to_orig
161,pexels-photo-2010702_-1_0_-1_-4_-2.jpeg,0.1612103879451751,0.0945045500993728,0.2441025376319885,"[-0.7137887477874756, 0.7844780087471008, -0.6445682048797607, 0.20040377974510193, 0.24092766642570496, -0.08055231720209122, 0.09663564711809158, -0.932426929473877, 0.6659379005432129]","[-0.33619746565818787, 0.24538245797157288, -0.6737656593322754, -0.11492107808589935, 0.2438620626926422, -0.40745124220848083, 0.10628794133663177, -0.897732675075531, 0.5880883932113647]","[-0.2802221179008484, 0.23604503273963928, -0.20368361473083496, 0.08025288581848145, 0.2512394189834595, -0.14195796847343445, 0.08814820647239685, -0.3646125793457031, 0.32896149158477783]",0.4844132446580463,0.4015209972858429,0.2194581462277306,0.1876902914391167
162,pexels-photo-1403653_0_0_3_-1_-1.jpeg,0.2295393645763397,0.1712717562913894,0.3428830504417419,"[0.04597943276166916, 0.6833791136741638, 0.15929239988327026, 0.4760180413722992, 0.8769233226776123, 0.44479697942733765, 0.08965620398521423, 0.4660281538963318, -0.3773873448371887]","[-0.013774730265140533, 0.7737186551094055, 0.1590213179588318, 0.5030452013015747, 0.9836857318878174, 0.5041564106941223, 0.08457890897989273, 0.45031189918518066, -0.3467171788215637]","[-0.2963069975376129, 0.7759788632392883, 0.00522487610578537, 0.29884442687034607, 0.7994365692138672, 0.3091791868209839, 0.09526333212852478, 0.49017441272735596, -0.1880713403224945]",0.4021623325016763,0.4243344482448365,0.3620533338851399,0.2331074892358834
163,pexels-photo-1236609_0_0_0_-1_-2.jpeg,0.4155434966087341,0.3055098354816437,0.5052041411399841,"[-0.2784990668296814, 0.18668603897094727, 0.22211924195289612, -0.03819282352924347, 0.2748018205165863, -0.1054251566529274, 0.1766001135110855, 0.11378616094589233, 0.2730773389339447]","[-0.2602173984050751, 0.14729173481464386, 0.18306799232959747, -0.048702508211135864, 0.2726486623287201, -0.04950167238712311, 0.16631072759628296, 0.29783424735069275, -0.014704570174217224]","[-0.24172323942184448, 0.2514892518520355, 0.12173599749803543, 0.13906458020210266, 0.22348296642303467, 0.02207603119313717, 0.1536601334810257, -0.04063151031732559, 0.06929267942905426]",0.1854653068714671,0.1600310570663876,0.1403507099797328,0.2829010085265574
164,pexels-photo-2209432_0_-1_2_-1_0.jpeg,0.1811037808656692,0.0669071972370147,0.2545848488807678,"[0.06194700300693512, 0.1289031058549881, -0.5932912826538086, 0.018751591444015503, 0.43564367294311523, -0.1599949300289154, 0.06731191277503967, -0.31572824716567993, -0.15272097289562225]","[0.009732633829116821, 0.5445451736450195, -0.8730708956718445, 0.3010542094707489, 0.7176715135574341, 0.3739423453807831, -0.02350473403930664, -0.19711855053901672, -0.3637390732765198]","[-0.21923017501831055, 0.36251121759414673, -0.08138825744390488, 0.08097738027572632, 0.433096706867218, 0.18621012568473816, 0.12802019715309143, -0.08810371905565262, 0.12969857454299927]",0.2149214131964577,0.3782643477121989,0.1899151504039764,0.1828902019098258
165,pexels-photo-126622_0_-1_3_-3_-2.jpeg,0.4355699121952057,0.5227968096733093,0.5165027976036072,"[-0.15286752581596375, 0.3666137754917145, 0.21738168597221375, 0.4572463929653168, 0.05689616501331329, 0.10321458429098129, 0.17098213732242584, -0.3324575126171112, 0.32800722122192383]","[-0.22867053747177124, 0.5222423672676086, -0.021953903138637543, 0.3611186444759369, 0.03267014026641846, 0.37537261843681335, 0.13073508441448212, -0.35666030645370483, 0.043915651738643646]","[-0.12479773908853531, 0.4538159966468811, 0.11759500950574875, 0.37507596611976624, 0.09961840510368347, 0.3896373510360718, 0.1519651710987091, -0.3485959768295288, 0.04558928310871124]",0.2428518889678849,0.2303710281848907,0.2340767665041817,0.1809056334508891
166,pexels-photo-113042_-1_0_3_0_-1.jpeg,0.098999485373497,0.0876765400171279,0.1924745291471481,"[-0.2044578194618225, 0.6368715167045593, 0.038077980279922485, 0.3782237470149994, 0.5514614582061768, 0.3438798487186432, 0.1468239426612854, 0.5072833895683289, -0.2845771610736847]","[-0.24137195944786072, 0.6245022416114807, -0.09988493472337723, 0.20355311036109924, 0.573776125907898, 0.231655091047287, 0.12372121959924698, 0.3856331408023834, -0.20035292208194733]","[-0.09897523373365402, 0.41066452860832214, 0.006458602845668793, 0.16811516880989075, 0.4232916235923767, 0.2617950737476349, 0.14291304349899292, 0.4065098762512207, -0.330381840467453]",0.3435174292988247,0.2982723050647312,0.249900554617246,0.0259276458457492
167,pexels-photo-2684808_-1_0_0_0_-1.jpeg,0.8870818614959717,0.8563398718833923,0.8735524415969849,"[-0.416260302066803, 0.6001294255256653, 0.04607624560594559, 0.21245399117469788, 0.14693550765514374, 0.05068118870258331, 0.12867659330368042, 0.14522457122802734, 0.031016260385513306]","[-0.4714853763580322, 0.6907687783241272, -0.1184728667140007, 0.3714335858821869, 0.1122349351644516, 0.10815935581922531, 0.09700675308704376, -0.17726761102676392, 0.12890855967998505]","[-0.3818356990814209, 0.6236191391944885, -0.1317155957221985, 0.33077171444892883, 0.12917546927928925, 0.09629858285188675, 0.09256995469331741, -0.1168554350733757, 0.10198171436786652]",0.1974948984053399,0.2528597580062018,0.2227581449680858,0.057968205124847
168,pexels-photo-1194435_-1_-1_1_-1_0.jpeg,0.1975582540035247,0.378132551908493,0.479108989238739,"[-0.04865708202123642, 0.08456490933895111, 0.18980208039283752, -0.10608130693435669, 0.1398337334394455, 0.07025504112243652, 0.16194450855255127, -0.047955222427845, 0.11011098325252533]","[0.12244590371847153, 0.466178834438324, 0.3659418225288391, 0.09475204348564148, 0.8315880298614502, 0.2868581712245941, 0.16561280190944672, -0.5288243889808655, 0.4031076431274414]","[-0.0319509282708168, 0.614484429359436, 0.34658414125442505, 0.21102890372276306, 0.7433665990829468, 0.31475603580474854, 0.15311753749847412, -0.31771954894065857, 0.3581717908382416]",0.1065783186091317,0.3628121821416749,0.3434644349747234,0.0473217296993685
169,pexels-photo-2131858_-1_-1_3_0_-1.jpeg,0.2869146168231964,0.2902896106243133,0.415100485086441,"[-0.10397902876138687, -0.007624739781022072, 0.5626213550567627, 0.014179795980453491, 0.29428356885910034, 0.0017921049147844315, 0.20297104120254517, 0.25298866629600525, 0.1426984965801239]","[-0.18668287992477417, 0.25519701838493347, 0.053775448352098465, 0.2062453329563141, 0.09059116244316101, 0.005759036168456078, 0.13091659545898438, 0.012770883738994598, 0.12647822499275208]","[-0.02187810093164444, 0.027241570875048637, 0.3188750743865967, 0.04572951793670654, 0.19007191061973572, -0.06324098259210587, 0.16251596808433533, 0.0940842553973198, 0.06531339138746262]",0.1759043108257982,0.1187129536022742,0.1098834191345506,0.1255350498685624
170,pexels-photo-2109762_-1_0_0_0_0.jpeg,0.1246729418635368,0.1523234993219375,0.4029465913772583,"[0.04828623682260513, -0.13698795437812805, 0.2898043394088745, -0.018390804529190063, 0.09395182132720947, -0.17510399222373962, 0.21281905472278595, -0.04809964448213577, 0.13971568644046783]","[-0.03196678310632706, 0.06442581117153168, 0.24629178643226624, 0.06885495781898499, 0.18991930782794952, 0.09230707585811615, 0.20859041810035706, -0.05691228061914444, 0.06555407494306564]","[0.02961219847202301, 0.0796186551451683, 0.05185050889849663, 0.10414484143257141, 0.12980522215366364, 0.056844137609004974, 0.14830482006072998, -0.11668331176042557, 0.23121538758277893]",0.1292399482594596,0.113869166208638,0.1053421203460958,0.0830521703385236
171,pexels-photo-2403053_0_0_1_-1_0.jpeg,0.8045600056648254,0.9199082851409912,0.8668402433395386,"[-0.4702281951904297, 0.5085375905036926, -0.041863568127155304, 0.1132146418094635, 0.2880108654499054, -0.23610010743141174, 0.16074085235595703, -0.6988343000411987, 0.5237091779708862]","[-0.23080375790596008, 0.5468218922615051, 0.13891255855560303, 0.3748323619365692, 0.34287548065185547, 0.0432254895567894, 0.15149155259132385, -0.1517075002193451, 0.27222490310668945]","[-0.3346481919288635, 0.6457882523536682, 0.1501816362142563, 0.5092402696609497, 0.3260936737060547, 0.10178070515394211, 0.16381119191646576, -0.2657940089702606, 0.38458162546157837]",0.3379154776533444,0.2503217218650712,0.3202132839295599,0.0817352941460941
172,pexels-photo-590037_0_-1_-1_0_-2.jpeg,0.8352475762367249,0.6356179118156433,0.7418041825294495,"[-0.04595085233449936, 0.11378100514411926, -0.2913346290588379, -0.1745375692844391, 0.33374500274658203, -0.2851337194442749, 0.061036765575408936, 0.04297853261232376, -0.23578372597694397]","[-0.19518545269966125, 0.4016880989074707, -0.44731223583221436, -0.015273869037628174, 0.5281549692153931, -0.1055460125207901, 0.0046754032373428345, 0.254018634557724, -0.3643946051597595]","[-0.14196708798408508, 0.3251133859157562, -0.34893912076950073, -0.014050886034965515, 0.4856838285923004, -0.09392998367547989, 0.026082545518875122, 0.1937996745109558, -0.32523804903030396]",0.1760313113530477,0.2573610312408871,0.2172005068924692,0.1442152762818705
173,pexels-photo-2300895_0_0_0_-2_-1.jpeg,0.6239556670188904,0.5451232194900513,0.7851536273956299,"[-0.07079292833805084, 0.17211967706680298, 0.6782558560371399, 0.2928116023540497, 0.13426251709461212, 0.12281522899866104, 0.2693828344345093, -0.19271782040596008, 0.4167681038379669]","[-0.07492721825838089, 0.04146628826856613, 0.6226227283477783, 0.08544337749481201, 0.15618732571601868, -0.039987318217754364, 0.25937002897262573, -0.2017364501953125, 0.4361336827278137]","[-0.09750775247812271, 0.17337381839752197, 0.8872509002685547, 0.22837817668914795, 0.15186569094657898, 0.17491783201694489, 0.3210342526435852, -0.16869935393333435, 0.49938076734542847]",0.2611029520630836,0.2130971575776735,0.3002676160799132,0.2200080390591239
174,pexels-photo-3375903_0_0_2_-3_0.jpeg,0.8685473799705505,0.8172898888587952,0.8394253849983215,"[-0.012081116437911987, 0.22808343172073364, 0.13132846355438232, 0.118010014295578, 0.2201215922832489, 0.1651558130979538, 0.14762017130851746, -0.060347653925418854, -0.038868799805641174]","[0.07304337620735168, 0.17172962427139282, 0.046077996492385864, 0.2519320249557495, 0.07385675609111786, 0.19331100583076477, 0.12626846134662628, -0.04454987496137619, -0.12590345740318298]","[0.021252892911434174, 0.32870617508888245, -0.05433858186006546, 0.4517988860607147, -0.17521202564239502, 0.27868735790252686, 0.1435856968164444, -0.20659387111663818, 0.03755892813205719]",0.1246241173810429,0.1229636197288831,0.1886371572812398,0.1392925178402971
175,pexels-photo-837263_0_-1_2_-4_-1.jpeg,0.1606536656618118,0.0991343930363655,0.1215305775403976,"[-0.3785323202610016, 0.5761938691139221, -0.7020412683486938, 0.2240431010723114, 0.40130043029785156, -0.24973778426647186, 0.08943270146846771, -0.8312883377075195, 0.5554444789886475]","[-1.06456458568573, 1.3240594863891602, -1.1702783107757568, 0.5205276012420654, 0.42086076736450195, -0.2957645356655121, 0.003833383321762085, -0.7643318772315979, 0.7925642132759094]","[-0.6158127784729004, 0.780880868434906, -1.0241913795471191, 0.45189276337623596, 0.30606982111930847, -0.31694674491882324, 0.03581435978412628, -0.5752073526382446, 0.6045891642570496]",0.445334921280543,0.7063094178835551,0.5234894702831904,0.1588907548030879
176,sunrise-sun-skies-nature-163391_-1_0_3_-2_0.jpeg,0.2261370420455932,0.3142798244953155,0.3195939660072326,"[-0.22934043407440186, 0.5775353908538818, -0.09110630303621292, 0.41821542382240295, 0.27321821451187134, 0.2786885201931, 0.10034129023551941, 0.18626737594604492, 0.025039300322532654]","[-0.18601298332214355, 0.7385992407798767, 0.10777749121189117, 0.5438563823699951, 0.49917709827423096, 0.4998083710670471, 0.10236463695764542, 0.21536269783973694, -0.021493814885616302]","[-0.1735207736492157, 0.6253585815429688, 0.11661744117736816, 0.5787570476531982, 0.31710395216941833, 0.43220221996307373, 0.12654748558998108, 0.09706813842058182, 0.0907549113035202]",0.2421946947773297,0.3238280796342426,0.284214505718814,0.1008547862620469
177,pexels-photo-132411_-1_-1_1_-1_0.jpeg,0.4299769699573517,0.4179964363574981,0.5116216540336609,"[-0.3593205511569977, 0.5802460312843323, 0.43406105041503906, 0.3457004725933075, 0.1577814519405365, 0.36115390062332153, 0.19855551421642303, 0.2910819947719574, 0.24161285161972046]","[-0.07123643904924393, 0.05608415603637695, 0.5102341771125793, -0.0026415884494781494, 0.2974279820919037, 0.24497738480567932, 0.15046297013759613, 0.3705863952636719, -0.21052971482276917]","[-0.17913255095481873, 0.07796891033649445, 0.6555860042572021, -0.033394455909729004, 0.33104509115219116, 0.04058428853750229, 0.17531108856201172, 0.26923668384552, -0.013705238699913025]",0.3299459798468483,0.2126867564188109,0.1973293680283758,0.5384496928740301
178,pexels-photo-1458336_0_0_-1_0_0.jpeg,0.2867480516433716,0.2562940418720245,0.2626322209835052,"[-0.003507666289806366, 0.3317886292934418, 0.10383743792772293, 0.04723834991455078, 0.6171740889549255, 0.16289907693862915, 0.14913994073867798, 0.03723162040114403, 0.03310266137123108]","[0.09871982038021088, 0.3401320278644562, 0.0962652713060379, 0.1352699100971222, 0.7580426931381226, 0.2667638063430786, 0.13435904681682587, 0.1668388545513153, -0.252415269613266]","[0.0455140545964241, 0.29679015278816223, 0.013591133058071136, 0.062474846839904785, 0.6055759191513062, 0.15166831016540527, 0.13942374289035797, 0.06716282665729523, -0.12036266177892685]",0.165102163536681,0.2498674111233817,0.1669515164362059,0.0630691184985196
179,pexels-photo-2893957_-1_-1_3_0_0.jpeg,0.3980168402194977,0.1456463783979416,0.1296471357345581,"[0.06079929322004318, -0.2124725580215454, -0.08147989958524704, -0.4688197374343872, 0.049950018525123596, -0.3528723120689392, 0.12700162827968597, 0.18290981650352478, 0.033659301698207855]","[-0.20113152265548706, -0.08611905574798584, -0.03144887834787369, -0.4090733230113983, 0.02902550995349884, -0.22130253911018372, 0.1850280910730362, 0.0518743135035038, 0.23498615622520447]","[-0.039743728935718536, -0.21912482380867004, 0.12277423590421677, -0.46153581142425537, -0.00622907280921936, -0.26869601011276245, 0.20664343237876892, 0.016989730298519135, 0.19133266806602478]",0.1744405072596338,0.161109932180908,0.1703410570820172,0.1892397705100684
180,pexels-photo-149612_0_0_1_-2_-1.jpeg,0.4187816381454468,0.361709326505661,0.3228427767753601,"[-0.3374115526676178, 0.3360348641872406, 0.33963608741760254, 0.021879881620407104, 0.4556390047073364, 0.06596723943948746, 0.18488794565200806, 0.46802932024002075, -0.11788427829742432]","[-0.3158676028251648, 0.31595319509506226, 0.21144264936447144, -0.020010367035865784, 0.47378426790237427, 0.044761188328266144, 0.1699146032333374, 0.5625180006027222, -0.13689126074314117]","[-0.23908847570419312, 0.3151780664920807, 0.023734472692012787, 0.0009164959192276001, 0.4454724192619324, 0.054588086903095245, 0.13936126232147217, 0.40985676646232605, -0.06372517347335815]",0.2585966860254605,0.2501270150144895,0.1879912465810775,0.0500124607870269
181,pexels-photo-220795_0_-1_3_-2_-1.jpeg,0.8312664031982422,0.6616995930671692,0.7026271820068359,"[0.02607337385416031, 0.07457990199327469, 0.46102023124694824, 0.15172281861305237, -0.035882771015167236, 0.15214882791042328, 0.1713440865278244, 0.1700516641139984, -0.04936499893665314]","[-0.6351874470710754, 0.8061008453369141, -0.1333620846271515, 0.5126405954360962, -0.09035131335258484, -0.03970668464899063, 0.17866386473178864, -0.7110702991485596, 0.7894220948219299]","[-0.5067598819732666, 0.7511313557624817, -0.04041563719511032, 0.4951612651348114, 0.002643495798110962, -0.1032823696732521, 0.18044298887252808, -0.6686887145042419, 0.777980625629425]",0.1435765193568335,0.4329450254638989,0.3918340371714698,0.2796682126213508
182,night-stars-clouds-42393_0_0_1_-2_0.jpeg,0.0086843930184841,0.0180552341043949,0.0267291720956563,"[0.3219325542449951, -0.13795390725135803, -0.1691063940525055, -0.4346054792404175, 0.5504992008209229, 0.39719298481941223, 0.12568078935146332, 0.1609858274459839, -0.10947151482105255]","[0.20508259534835815, 0.0749022364616394, -0.3355274200439453, -0.0749216079711914, 0.3594270348548889, 0.2470875084400177, 0.1182754784822464, -0.26271429657936096, 0.04241107404232025]","[0.19316652417182922, 0.07260748744010925, -0.19487303495407104, -0.08088824152946472, 0.3088832497596741, 0.2349596917629242, 0.13746525347232819, -0.13496124744415283, -0.024013876914978027]",0.2674920724497901,0.1911499169137742,0.1535354008277257,0.0912106375777132
183,pexels-photo-2443865_-1_0_1_0_-1.jpeg,0.3266279399394989,0.0719491466879844,0.3863297700881958,"[0.031830448657274246, 0.5748883485794067, -0.12710368633270264, 0.27616533637046814, 0.8542003631591797, 0.35331445932388306, 0.06260313093662262, 0.30084097385406494, -0.4737589657306671]","[0.0119987353682518, 0.6973302960395813, -0.20985227823257446, 0.2097274661064148, 1.2168318033218384, 0.34333813190460205, 0.042758867144584656, 0.1974804699420929, -0.5556994676589966]","[-0.011164762079715729, 0.48279640078544617, -0.25421667098999023, 0.2517617344856262, 0.7512739896774292, 0.3518368899822235, 0.024677813053131104, 0.09791425615549088, -0.36697179079055786]",0.3394117458826965,0.3872241684132152,0.2880682564444012,0.027541220529987
184,pexels-photo-3253540_0_0_-1_0_-2.jpeg,0.7790461778640747,0.543506920337677,0.637790858745575,"[0.5731363296508789, -0.4590831696987152, -0.16425317525863647, -0.3946223855018616, 0.22104322910308838, -0.4485064744949341, 0.07396747916936874, 0.42855286598205566, -0.22892306745052338]","[0.2411653995513916, -0.10052322596311569, -0.3372828960418701, -0.06502318382263184, 0.2645986080169678, -0.2893121838569641, 0.0682520940899849, 0.03665021061897278, -0.04164203256368637]","[0.06032123416662216, 0.13257887959480286, -0.26292872428894043, 0.14710909128189087, 0.2428297996520996, -0.18510252237319946, 0.08626815676689148, 0.04600376635789871, -0.05001290142536163]",0.3324542418122291,0.1604944260583983,0.1347950084341896,0.230902813039464
185,person-woman-girl-model_0_-1_-1_0_-1.jpg,0.0784697011113166,0.0733962655067443,0.0656783655285835,"[0.006277777254581451, 0.5941688418388367, -0.007935091853141785, 0.022779345512390137, 1.2496519088745117, 0.13773426413536072, 0.08204903453588486, 0.05541541427373886, -0.08667488396167755]","[-0.11307232826948166, 0.5667753219604492, -0.06457651406526566, -0.031076431274414062, 1.2267820835113525, 0.15742480754852295, 0.0932176262140274, 0.2998470067977905, -0.22379271686077118]","[-0.21078824996948242, 0.4120129942893982, 0.08187560737133026, -0.09422226250171661, 0.8702294826507568, -0.07013898342847824, 0.1509009152650833, -0.038294412195682526, 0.10142278671264648]",0.2491873958044582,0.3085072040557861,0.2255428549316194,0.0238708281435687
186,pexels-photo-1322135_-1_0_2_-3_-2.jpeg,0.7433307766914368,0.6475727558135986,0.7876554727554321,"[-0.14130720496177673, 0.3083900511264801, 0.1318609118461609, 0.33480867743492126, 0.1372300386428833, -0.06500560790300369, 0.1342407613992691, 0.14898169040679932, -0.08951060473918915]","[0.02858373150229454, 0.08773880451917648, 0.25804176926612854, 0.01942920684814453, 0.26561489701271057, -0.052608080208301544, 0.16389015316963196, -0.017697975039482117, -0.1979612410068512]","[0.10166910290718079, 0.08187883347272873, 0.33337128162384033, 0.03624236583709717, 0.31241104006767273, -0.020393913611769676, 0.16157172620296478, 0.0113486647605896, -0.1714516580104828]",0.1657039498289426,0.121285095396969,0.1367042873882585,0.2085319379140174
187,pexels-photo-2889197_-1_0_2_-2_-2.jpeg,0.7165383100509644,0.5522936582565308,0.6919909715652466,"[-0.5108168125152588, 0.8349844217300415, 0.18764540553092957, 0.4576057493686676, 0.2764662206172943, 0.2874312102794647, 0.17325057089328766, -0.1533363163471222, 0.05564774572849274]","[-0.22480317950248718, 0.4210914075374603, 0.32677456736564636, 0.24036052823066711, 0.296000212430954, 0.13475310802459717, 0.1817709505558014, -0.24869424104690552, 0.15415909886360168]","[-0.3152424395084381, 0.3741775453090668, 0.6391354203224182, 0.2763185203075409, 0.1808353066444397, 0.12302330881357193, 0.24042591452598572, -0.1909477710723877, 0.3180377185344696]",0.3263538281122843,0.2476008103953467,0.2953493272264798,0.1112984852688209
188,pexels-photo-2333777_0_-1_-1_-3_-1.jpeg,0.4383253455162048,0.4643368422985077,0.5017369985580444,"[-0.0835808590054512, 0.21421507000923157, 0.05931549146771431, 0.23010578751564026, 0.20961527526378632, -0.2182612270116806, 0.15161365270614624, -0.4413788914680481, 0.31134653091430664]","[-0.12435310333967209, 0.10409620404243469, 0.22421810030937195, 0.07343116402626038, 0.2271752953529358, -0.29486143589019775, 0.17008474469184875, -0.04284743219614029, 0.10591056942939758]","[-0.03756626695394516, 0.14112873375415802, 0.17576417326927185, 0.18596968054771423, 0.28382617235183716, -0.19739875197410583, 0.1461520940065384, 0.004694320261478424, 0.05246533453464508]",0.2132703094846672,0.1518864499198066,0.1361072808504104,0.1263590701625913
189,pexels-photo-2248503_-1_-1_2_-1_-1.jpeg,0.4183442890644073,0.4577300548553467,0.4123584926128387,"[-0.08678927272558212, 0.2882823050022125, 0.19658327102661133, 0.1336616575717926, 0.3044428527355194, 0.32212555408477783, 0.1564861536026001, 0.1624012291431427, -0.1476951241493225]","[-0.3758186101913452, 0.5244296193122864, 0.42478808760643005, 0.5680139064788818, 0.40402501821517944, 0.08110595494508743, 0.1744791567325592, 0.20336057245731354, 0.2495703101158142]","[-0.23073607683181763, 0.48932716250419617, 0.28257670998573303, 0.5384920835494995, 0.3571760654449463, 0.19047938287258148, 0.16840983927249908, -0.025706671178340912, 0.359281450510025]",0.1998297133379512,0.3339545817838775,0.2935761602388488,0.5373927298828134
190,pexels-photo-3326121_0_0_3_-2_0.jpeg,0.4540047645568847,0.3989155292510986,0.8153569102287292,"[-0.1704399287700653, 0.37329989671707153, 0.003042370080947876, 0.2774824798107147, 0.5194610953330994, -0.004284841939806938, 0.11642888188362122, 0.5209116339683533, -0.3404616713523865]","[-0.18021002411842346, 0.3422350585460663, 0.048556193709373474, 0.07309070229530334, 1.063486933708191, 0.0030605513602495193, 0.12331649661064148, 0.4977889657020569, -0.19741587340831757]","[-0.1840789020061493, 0.10252916812896729, 0.007927700877189636, -0.07615122199058533, 0.5292216539382935, -0.4419640004634857, 0.11475232243537903, 0.05324431508779526, 0.07247425615787506]",0.2584236444284518,0.2810178666065137,0.1758159490095244,0.1313015611227381
191,pexels-photo-70860_-1_0_3_0_-2.jpeg,0.3224380612373352,0.2432425916194915,0.3220045566558838,"[-0.08290030807256699, 0.22533753514289856, 0.031403087079524994, -0.015390545129776001, 0.3304346799850464, 0.10350985080003738, 0.19209334254264832, 0.0006577447056770325, 0.04224032163619995]","[-0.29862692952156067, 0.4830443263053894, -0.5978518128395081, 0.007788658142089844, 0.43201708793640137, -0.07087261229753494, 0.031779974699020386, -0.23641052842140198, -0.14066366851329803]","[-0.26996320486068726, 0.4885499179363251, -0.360567182302475, 0.062209874391555786, 0.5639382600784302, 0.029353516176342964, 0.08884704113006592, 0.007380194962024689, -0.28006798028945923]",0.1137741572327084,0.2554506220751338,0.2389863524585962,0.1512371512078361
192,pexels-photo-449021_0_-1_2_-1_-1.jpeg,0.5755708813667297,0.4388511478900909,0.4564030766487121,"[-0.1178755834698677, 0.31007108092308044, 0.007109299302101135, 0.14983096718788147, 0.36389079689979553, -0.06463118642568588, 0.1012641116976738, -0.0058918967843055725, 0.09132443368434906]","[-0.31359875202178955, 0.37495630979537964, -0.015309549868106842, 0.33876773715019226, 0.06514820456504822, 0.17816859483718872, 0.13535790145397186, 0.27950185537338257, -0.1997879445552826]","[-0.2589991092681885, 0.2327187955379486, 0.01576489955186844, 0.2437785565853119, -0.016016393899917603, 0.08745373040437698, 0.14968788623809814, 0.13868141174316406, -0.06325480341911316]",0.1346543729305267,0.2111774277355936,0.1340395096275541,0.2421977592556373
193,pexels-photo-2806150_0_-1_0_-3_-2.jpeg,0.5552495718002319,0.4486296474933624,0.5060989856719971,"[-0.1714198887348175, 0.5446949005126953, 0.04241631180047989, 0.35058078169822693, 0.5950891971588135, 0.1039273738861084, 0.09962975233793259, -0.07194105535745621, 0.180991530418396]","[-0.213706374168396, 0.8304479718208313, -0.5683777332305908, 0.5053877830505371, 0.9399107694625854, 0.06728459894657135, 0.025733008980751038, -0.3359263241291046, 0.09260229766368866]","[-0.2443065643310547, 0.7040625214576721, -0.8657388091087341, 0.4299992024898529, 0.7128747701644897, -0.03965684026479721, -0.009814128279685974, -0.5129872560501099, 0.20393188297748566]",0.2400767546561029,0.3977085401614507,0.4137079972359869,0.13843485588527
194,pexels-photo-2652071_0_0_-1_0_0.jpeg,0.4109348952770233,0.4010422825813293,0.6015428900718689,"[0.0263172909617424, 0.13745319843292236, 0.3329241871833801, -0.04895985126495361, 0.537818431854248, 0.05069946497678757, 0.16798731684684753, 0.21321046352386475, -0.23765890300273895]","[-0.16867968440055847, 0.2128419727087021, 0.7260128855705261, 0.2865353524684906, 0.839093804359436, 0.01527097262442112, 0.24940265715122223, 0.5462141633033752, -0.2913198173046112]","[-0.18381497263908386, 0.30122652649879456, 0.4996044635772705, 0.22418245673179626, 0.6627368927001953, 0.032298050820827484, 0.1891079843044281, 0.3026428520679474, -0.208115354180336]",0.1947810120052761,0.3705968122101492,0.2893032837245199,0.0477693204831567
195,fallow-deer-doe-cervidae-ruminant-64217_-1_0_-1_-3_-2.jpeg,0.4665746986865997,0.5438104271888733,0.7015364170074463,"[-0.2645091116428375, 0.5161896347999573, -0.03578934818506241, 0.14512330293655396, 0.09514810144901276, 0.2500936985015869, 0.12052126228809357, 0.3792295455932617, -0.10234987735748291]","[-0.24419289827346802, 0.5722302794456482, -0.2503649592399597, 0.2604595124721527, 0.06614530086517334, 0.2696196138858795, 0.07683141529560089, 0.41619667410850525, -0.09622246772050858]","[-0.04935504496097565, 0.3745255172252655, -0.24499475955963135, 0.2854842245578766, 0.12111890316009521, 0.20358256995677948, 0.08719764649868011, -0.021255023777484894, 0.02161729335784912]",0.2121059869726499,0.2502514579229885,0.1565701092282931,0.2471712933908328
196,pexels-photo-2766319_0_-1_2_-2_0.jpeg,0.2819800078868866,0.0638890191912651,0.1666088253259658,"[0.12069340795278549, -0.19920843839645386, 0.4758498966693878, -0.3200748562812805, 0.5090306401252747, -0.17786805331707, 0.1808035969734192, 0.27133315801620483, -0.12296327948570251]","[0.05512559413909912, 0.015332890674471855, 0.192062109708786, -0.07390394806861877, 0.6525668501853943, -0.04487747699022293, 0.16749946773052216, 0.07974428683519363, 0.1308405101299286]","[-0.1314471960067749, 0.24001732468605042, -0.03197912126779556, -0.038468778133392334, 0.6587456464767456, -0.0649736225605011, 0.12232737988233566, 0.2519698441028595, 0.08580110967159271]",0.2642028141352865,0.1568836816069152,0.1806366691986719,0.1254674086726371
197,pexels-photo-3268386_-1_0_1_0_0.jpeg,0.7591224312782288,0.6164384484291077,0.6933491826057434,"[-0.08910999447107315, 0.2803201377391815, 0.2770654857158661, 0.18668591976165771, 0.314734548330307, 0.028559600934386253, 0.1482572704553604, -0.0778026357293129, 0.06497319042682648]","[-0.2634468674659729, 0.5645001530647278, -0.1618906557559967, 0.3741324245929718, 0.240809366106987, -0.018697356805205345, 0.10731710493564606, -0.20103687047958374, 0.19778744876384735]","[-0.08326131850481033, 0.32855042815208435, 0.09003690630197525, 0.20796909928321838, 0.2452581226825714, -0.02476457692682743, 0.11665309965610504, -0.3017162084579468, 0.24700868129730225]",0.1630565315071079,0.2366242497745487,0.1828020490292045,0.0903425118807859
