,image_id,orig_ia_pre_score,dist_ia_pre_score,rest_ia_pre_score,orig_ia_pre_styles_change,dist_ia_pre_styles_change,rest_ia_pre_styles_change,orig_ia_pre_styles_change_strength,dist_ia_pre_styles_change_strength,rest_ia_pre_styles_change_strength,distance_to_orig
20,pexels-photo-934383_-1_0_3_-3_-2.jpeg,0.3516395688056946,0.257359504699707,0.4057513773441314,"[-0.027798250317573547, 0.2623915672302246, 0.040943846106529236, 0.4394112527370453, 0.05443742871284485, 0.09173347055912018, 0.162305548787117, -0.06263317912817001, 0.2670043706893921]","[0.005383193492889404, 0.26605793833732605, -0.07340476661920547, 0.4958009421825409, 0.061074212193489075, 0.19846230745315552, 0.12993362545967102, -0.10518284887075424, 0.20822596549987793]","[-0.1389990746974945, 0.3776734173297882, -0.16280856728553772, 0.43288370966911316, 0.067267045378685, 0.04696499556303024, 0.13147415220737457, -0.20713269710540771, 0.27906227111816406]",0.1565176571408907,0.1715028666787677,0.2049184367060661,0.2283341340447249
21,pexels-photo-446280_0_0_3_0_-2.jpeg,0.360456258058548,0.0816127508878707,0.3452194631099701,"[-0.09974559396505356, 0.5814166069030762, -0.31064093112945557, 0.47532638907432556, 0.5753227472305298, -0.010879157111048698, 0.13062897324562073, -0.24692827463150024, 0.13334229588508606]","[-0.20720291137695312, 0.5529211163520813, -0.49184322357177734, 0.3067356050014496, 0.5735760927200317, -0.07841654866933823, 0.1483152210712433, -0.23803547024726868, 0.28681719303131104]","[0.024148009717464447, 0.22117377817630768, 0.05071420222520828, 0.06176197528839111, 0.3880685269832611, -0.1630815863609314, 0.1562199741601944, -0.15711486339569092, 0.3756695091724396]",0.2849145521306329,0.3204292646712727,0.1775502694977654,0.235724073846628
22,pexels-photo-2881787_0_-1_3_0_0.jpeg,0.3640671372413635,0.4398874938488006,0.4436080157756805,"[0.10518351942300797, 0.15877792239189148, 0.12722420692443848, -0.025505393743515015, 0.326633095741272, 0.17289264500141144, 0.1439797580242157, -0.07968734949827194, -0.11570227146148682]","[0.09684479236602783, 0.2536143958568573, 0.1673743724822998, 0.2296316921710968, 0.26289936900138855, 0.2835785746574402, 0.13766248524188995, -0.1251642405986786, -0.020210765302181244]","[0.14702898263931274, 0.23594215512275696, 0.22858285903930664, 0.2666461765766144, 0.27871012687683105, 0.32645097374916077, 0.14828559756278992, -0.038815535604953766, -0.05073830485343933]",0.1395095735788345,0.1752200764086511,0.1912445235583517,0.1295315997376537
23,pexels-photo-2274581_-1_-1_-1_-4_-2.jpeg,0.2463200837373733,0.6240079998970032,0.6548575758934021,"[-0.24692177772521973, 0.30632367730140686, -0.12367851287126541, -0.036881402134895325, 0.3281386196613312, -0.2908952236175537, 0.1391315460205078, -0.29321324825286865, 0.17191782593727112]","[-0.5560636520385742, 0.5438225865364075, -0.08382954448461533, -0.000493168830871582, 0.4210287630558014, -0.3119796812534332, 0.14609509706497192, -0.29222050309181213, 0.3434829115867615]","[-0.41956621408462524, 0.4580162763595581, 0.20852579176425934, 0.059261590242385864, 0.545159637928009, -0.1434057056903839, 0.15129832923412323, -0.17656922340393066, 0.39576563239097595]",0.2152335370580355,0.2998906564381387,0.2841742667886946,0.2549609833133245
24,pexels-photo-3334444_-1_-1_-1_-2_-1.jpeg,0.4357193410396576,0.3101977705955505,0.481121301651001,"[-0.23965692520141602, 0.5476527214050293, -0.13003605604171753, 0.3144277036190033, 0.3498763144016266, 0.2718115448951721, 0.1295228898525238, 0.07025983184576035, 0.16864001750946045]","[-0.1299109160900116, 0.5838639140129089, -0.1454492211341858, 0.14176109433174133, 0.58647620677948, 0.37379348278045654, 0.07510830461978912, 0.2017468810081482, -0.04678935557603836]","[0.11249411106109619, 0.2219344824552536, 0.05285940319299698, 0.18582484126091003, 0.26777559518814087, 0.1950676143169403, 0.12212175130844116, 0.0738932192325592, 0.02991047501564026]",0.2468760005301899,0.2538777084814178,0.1402090547813309,0.0820963302581367
25,pexels-photo-1503501_0_-1_2_-4_-2.jpeg,0.4582161009311676,0.5227668881416321,0.554246723651886,"[-0.092503122985363, 0.3725598156452179, 0.022672563791275024, 0.318954199552536, 0.5183751583099365, -0.03587399423122406, 0.14150501787662506, 0.17549723386764526, 0.09326514601707458]","[-0.3390871286392212, 0.5013225078582764, 0.05135682225227356, 0.10830533504486084, 0.5842275619506836, 0.13618870079517365, 0.13274499773979187, 0.34260275959968567, 0.045848533511161804]","[-0.22227942943572998, 0.326744943857193, 0.05272052437067032, 0.023228943347930908, 0.563041090965271, 0.11692015081644058, 0.11892925202846527, 0.457640141248703, -0.06676015257835388]",0.196800694697433,0.2490760385990142,0.2164738476276397,0.1567210795123513
26,pexels-photo-837266_-1_0_0_0_-1.jpeg,0.204843670129776,0.2637265026569366,0.3697153925895691,"[-0.006893232464790344, 0.10664640367031097, 0.4000963568687439, 0.12450280785560608, 0.09543454647064209, 0.20725414156913757, 0.2067013531923294, -0.003326117992401123, 0.15900173783302307]","[0.1336258053779602, 0.0022010784596204758, 0.23206642270088196, 0.0484238862991333, 0.1733398139476776, 0.08882511407136917, 0.1590282917022705, 0.11811043322086334, 0.0831727534532547]","[0.08325425535440445, -0.018146278336644173, 0.18082362413406372, 0.0025412142276763916, 0.06172594428062439, -0.05127386003732681, 0.1392100602388382, -0.041053690016269684, 0.08556373417377472]",0.1455396331018871,0.1154215110258923,0.0737325178666247,0.0611680208411903
27,pexels-photo-1630344_0_-1_1_-4_0.jpeg,0.5092016458511353,0.3796174228191376,0.6232584714889526,"[-0.43225032091140747, 0.3387455642223358, 1.1511800289154053, 0.14876392483711243, -0.061856746673583984, 0.23927775025367737, 0.36291661858558655, -0.06368435174226761, -0.03035712242126465]","[-0.4076988995075226, 0.39043670892715454, 0.6300631761550903, 0.2056083083152771, -0.0019031167030334473, 0.11003804951906204, 0.29205402731895447, -0.027202017605304718, -0.1768036186695099]","[-0.15000087022781372, 0.30156219005584717, 0.4245041310787201, 0.13429567217826843, -0.025856703519821167, 0.08576429635286331, 0.23734113574028015, -0.17882925271987915, -0.22171282768249512]",0.3143369365069601,0.2490897691912121,0.195540786617332,0.204325990212804
28,peacock-bird-feather-close-71131_0_0_0_-2_-2.jpeg,0.264731228351593,0.3010410666465759,0.2993086278438568,"[0.035873912274837494, 0.013772081583738327, 0.028052061796188354, -0.05883626639842987, 0.3024272620677948, -0.12390566617250443, 0.14757537841796875, -0.06885463744401932, 0.2733658254146576]","[-0.011505022644996643, 0.09362983703613281, 0.007957018911838531, -0.017405003309249878, 0.3576371371746063, -0.11347295343875885, 0.12753011286258698, -0.006541348993778229, 0.181090846657753]","[0.00257718563079834, 0.12566818296909332, -0.032866545021533966, 0.06574571132659912, 0.3142164945602417, -0.07796107232570648, 0.12581396102905273, -0.09425575286149979, 0.2477712631225586]",0.1169625657300154,0.1018632534477445,0.1207640187607871,0.1528377053443003
29,pexels-photo-1560932_-1_-1_3_-1_-1.jpeg,0.2972070276737213,0.2421592622995376,0.3592899441719055,"[-0.7602823972702026, 0.9961403012275696, -1.139344573020935, 0.5096315145492554, 0.36043861508369446, -0.05388469994068146, 0.01736755669116974, -0.08928389102220535, 0.04294833540916443]","[-0.7540332078933716, 1.0017176866531372, -1.0885953903198242, 0.37916406989097595, 0.3439439833164215, 0.052181676030159, -0.017865300178527832, -0.05384282022714615, -0.06739139556884766]","[-0.3566676676273346, 0.3972439467906952, -0.3770078420639038, 0.19293510913848877, 0.38110584020614624, -0.15987175703048706, 0.035935789346694946, 0.11837849020957947, -0.1281583458185196]",0.4410357649127642,0.4176372811198234,0.2385894209146499,0.1106455083211255
30,pexels-photo-325223_0_-1_-1_-2_-2.jpeg,0.0600986629724502,0.194191113114357,0.505865752696991,"[-0.44265714287757874, 0.8023572564125061, -0.18532973527908325, 0.8204673528671265, 0.5967143774032593, 0.13836878538131714, 0.15972211956977844, -0.5321640968322754, 0.8098504543304443]","[-0.2844080924987793, 0.5855710506439209, -0.1923428177833557, 0.6767466068267822, 0.3308464288711548, 0.14828841388225555, 0.14724282920360565, -0.7804616689682007, 0.7175168395042419]","[-0.18499726057052612, 0.3398313820362091, -0.009006239473819733, 0.4516352117061615, 0.10843110084533691, 0.14951981604099274, 0.14801159501075745, -0.29116782546043396, 0.294696182012558]",0.4986257023281521,0.4292694164646996,0.2196996236840883,0.3841325016554834
31,pexels-photo-1734798_-1_-1_1_-3_-2.jpeg,0.4163410365581512,0.2168554663658142,0.2845343351364136,"[0.07234331965446472, 0.319242388010025, 0.1296873390674591, -0.008679002523422241, 0.45620009303092957, 0.3446536362171173, 0.14718560874462128, 0.05526784807443619, 0.0425402969121933]","[0.16892749071121216, 0.30947139859199524, -0.010079197585582733, -0.005822628736495972, 0.5599520206451416, 0.5093750357627869, 0.10093631595373154, 0.18960165977478027, -0.36928045749664307]","[0.12614011764526367, 0.17140527069568634, 0.14995668828487396, -0.11662167310714722, 0.425191730260849, 0.322456955909729, 0.15519559383392334, 0.15503332018852234, -0.09317232668399811]",0.1750888369149632,0.247049578362041,0.1905748529566658,0.168090314724461
32,pexels-photo-1030887_-1_-1_2_-3_-2.jpeg,0.657172441482544,0.7296680808067322,0.8268651366233826,"[-0.007577061653137207, 0.07172900438308716, 0.708916425704956, 0.03318372368812561, 0.5657826662063599, 0.09170543402433395, 0.22008614242076874, -0.07686687260866165, 0.1695500910282135]","[-0.1525510549545288, 0.61589115858078, 0.18331381678581238, 0.787247896194458, 0.21123406291007996, 0.2714284062385559, 0.1317535638809204, -0.6306595802307129, 0.23746725916862488]","[-0.08636390417814255, 0.5210937261581421, 0.27765557169914246, 0.6524991989135742, 0.27939966320991516, 0.24167317152023315, 0.14085417985916138, -0.6037876009941101, 0.2708664536476135]",0.2161552690797382,0.3579496443271637,0.341577052242226,0.1137759033120565
33,pexels-photo-2258665_-1_0_1_0_0.jpeg,0.4182674586772918,0.2658891081809997,0.3612531721591949,"[0.4642094373703003, -0.18963497877120972, 0.20298609137535095, -0.5046523809432983, 0.4063968062400818, -0.006331851705908775, 0.1531485915184021, 0.1491963118314743, -0.21986007690429688]","[0.14608728885650635, -0.0863458588719368, 0.07721143215894699, -0.6275179386138916, 0.5419720411300659, -0.05782297998666763, 0.1655932366847992, 0.0880463644862175, -0.0921914353966713]","[0.020602859556674957, 0.02653299830853939, 0.08271371573209763, -0.5114624500274658, 0.4088703393936157, -0.05787394195795059, 0.15369386970996857, -0.010192275047302246, -0.05764857679605484]",0.255157391851147,0.2091987306873003,0.1477323362810744,0.1928337687745149
34,pexels-photo-1685109_-1_0_1_-3_0.jpeg,0.5080351233482361,0.5173308253288269,0.5513916611671448,"[-0.030343040823936462, 0.19094811379909515, 0.14162957668304443, 0.1392940878868103, 0.2843174934387207, 0.07523241639137268, 0.18735826015472412, -0.16414326429367065, 0.11702108383178711]","[-0.025759905576705933, 0.11985962092876434, 0.40511465072631836, 0.12294831871986389, 0.29317280650138855, 0.006002912297844887, 0.20850417017936707, -0.16803312301635742, 0.1631942093372345]","[-0.14837276935577393, 0.33568325638771057, 0.3681390583515167, 0.3433462083339691, 0.37678301334381104, 0.15872685611248016, 0.19863499701023102, -0.2012719213962555, 0.17232201993465424]",0.1478097041447957,0.1680655241426494,0.2559200111362669,0.1379088840632208
35,pexels-photo-1139487_-1_-1_3_0_-2.jpeg,0.7143905758857727,0.3304890990257263,0.4214037954807281,"[-0.07018085569143295, 0.31063780188560486, 0.4015628695487976, 0.39784327149391174, 0.645094633102417, 0.20487982034683228, 0.18213871121406555, 0.18727415800094604, -0.1291077733039856]","[-0.2631095051765442, 0.5959201455116272, -0.0408393070101738, 0.34419044852256775, 0.5218199491500854, 0.17616039514541626, 0.08856798708438873, 0.12734892964363098, -0.29379552602767944]","[-0.2547833323478699, 0.5042290091514587, 0.14522713422775269, 0.3060024678707123, 0.6468548774719238, 0.22333171963691711, 0.14892970025539398, 0.15752601623535156, -0.16154558956623077]",0.2809688771764437,0.2724169103635682,0.2831588718626234,0.1093331281425601
