,image_id,distance_to_orig
0,pexels-photo-1465944_0_0_2_-3_-1.jpeg,0.0190647102335993
1,pexels-photo-146631_0_0_2_-3_0.jpeg,0.1424860598165646
2,pexels-photo-1466792_-1_0_2_-4_0.jpeg,0.1328530459393961
3,pexels-photo-1466845_0_-1_1_-1_-1.jpeg,0.3220968262374909
4,pexels-photo-1467165_-1_0_1_-4_0.jpeg,0.1571835893047083
5,pexels-photo-1467571_0_0_0_-2_0.jpeg,0.1077787982099147
6,pexels-photo-1469228_-1_-1_-1_-2_0.jpeg,0.1928458370899748
7,pexels-photo-1469469_0_0_1_-2_-1.jpeg,0.0274060063920513
8,pexels-photo-1471497_0_-1_2_-3_-2.jpeg,0.405209673711993
9,pexels-photo-1471880_0_0_2_-3_0.jpeg,0.1108795978592875
10,pexels-photo-1471984_0_-1_3_-4_-2.jpeg,0.1611121937283739
11,pexels-photo-1472334_-1_0_0_-4_0.jpeg,0.2227345658283432
12,pexels-photo-1474055_0_-1_3_-2_-1.jpeg,0.0703674687920505
13,pexels-photo-147430_0_0_0_-2_0.jpeg,0.031831163593928
14,pexels-photo-1474999_-1_-1_2_-3_-2.jpeg,0.0910569992282157
15,pexels-photo-1475001_0_-1_3_-1_-1.jpeg,0.0461029952712702
16,pexels-photo-1475870_-1_-1_1_-4_-2.jpeg,0.0569017137090495
17,pexels-photo-1476002_-1_-1_2_-3_0.jpeg,0.1511530484223578
18,pexels-photo-1476036_0_-1_3_-4_-2.jpeg,0.1418909029773694
19,pexels-photo-1476379_-1_-1_1_0_-1.jpeg,0.0478734896638223
20,pexels-photo-1476962_-1_-1_0_-3_-1.jpeg,0.2574924806669324
21,pexels-photo-1477436_0_0_3_0_-2.png,0.076205287477713
22,pexels-photo-1477851_-1_0_3_-3_-2.jpeg,0.1152746714003902
23,pexels-photo-1478382_-1_0_-1_-4_-2.jpeg,0.1587802445852958
24,pexels-photo-1478442_-1_0_2_0_-1.jpeg,0.0661749307016265
25,pexels-photo-1479424_-1_0_-1_-4_0.jpeg,0.1115220501377617
26,pexels-photo-1480481_0_0_-1_-4_0.jpeg,0.106196861951636
27,pexels-photo-1480915_-1_0_3_-3_-2.jpeg,0.1063502488343183
28,pexels-photo-1481347_-1_0_-1_-2_0.jpeg,0.1323703071351717
29,pexels-photo-1481581_0_-1_3_-2_0.jpeg,0.337874418576773
30,pexels-photo-1482805_-1_-1_1_-3_-2.jpeg,0.1258220568248808
31,pexels-photo-1482935_-1_0_1_-4_-1.jpeg,0.0449654217386323
32,pexels-photo-1483482_-1_-1_3_-1_-2.jpeg,0.1615427015930471
33,pexels-photo-1483595_0_0_3_0_0.jpeg,0.1621805445345553
34,pexels-photo-1483875_0_0_-1_0_-1.jpeg,0.0527138945270767
35,pexels-photo-1484760_0_-1_3_-2_-2.jpeg,0.3304011614708431
36,pexels-photo-1484770_-1_0_2_0_-2.jpeg,0.1299594579298039
37,pexels-photo-1485548_-1_-1_0_-1_-2.jpeg,0.0746420391063443
38,pexels-photo-1485697_0_0_1_-2_0.jpeg,0.0870018787389673
39,pexels-photo-1486468_0_0_3_-1_0.jpeg,0.0823891275947117
40,pexels-photo-1486577_-1_0_2_-4_0.jpeg,0.109009499507111
41,pexels-photo-1486613_0_0_3_-2_-2.jpeg,0.1347250840475208
42,pexels-photo-1486861_-1_-1_2_-2_0.jpeg,0.2727729044545509
43,pexels-photo-1487883_-1_0_0_0_0.jpeg,0.0287101894294176
44,pexels-photo-1490903_-1_-1_0_0_0.jpeg,0.2499511741058709
45,pexels-photo-1494379_-1_-1_-1_0_0.jpeg,0.2172687394536758
46,pexels-photo-1494631_-1_-1_-1_-3_-2.jpeg,0.2534533946996197
47,pexels-photo-1494665_-1_-1_-1_-1_-2.jpeg,0.6155286363112833
48,pexels-photo-1494707_0_-1_3_-4_-1.jpeg,0.0973166901372412
49,pexels-photo-149541_-1_-1_0_0_0.jpeg,0.1931307910219982
50,pexels-photo-149612_0_0_1_-2_-1.jpeg,0.0380818887447341
51,pexels-photo-1496286_-1_0_2_-4_0.jpeg,0.1424383864193962
52,pexels-photo-1496573_0_0_2_-1_0.jpeg,0.1310257626838677
53,pexels-photo-1496647_0_0_-1_-3_-2.jpeg,0.2715881357218231
54,pexels-photo-1497417_0_0_0_0_-1.jpeg,0.0365839706249908
55,pexels-photo-1499215_0_-1_2_-3_-1.jpeg,0.044825096972941
56,pexels-photo-149939_0_0_0_-3_-2.jpeg,0.1566776163082851
57,pexels-photo-150283_-1_0_3_0_0.jpeg,0.078208901148244
58,pexels-photo-1503501_0_-1_2_-4_-2.jpeg,0.1264552910979391
59,pexels-photo-1504207_0_-1_2_-1_-1.jpeg,0.0884053686889396
60,pexels-photo-1507609_-1_-1_3_-2_-2.jpeg,0.2292606667335596
61,pexels-photo-1507698_-1_-1_-1_-4_-1.jpeg,0.1320495018059571
62,pexels-photo-1507751_-1_0_3_-3_-2.jpeg,0.1407064479583311
63,pexels-photo-1508321_0_-1_3_-4_-1.jpeg,0.0629178064924214
64,pexels-photo-1509607_0_-1_0_-4_-1.jpeg,0.3022107493039639
65,pexels-photo-1510542_-1_-1_1_-3_-1.jpeg,0.1812797583821973
66,pexels-photo-1510595_0_-1_1_-1_-1.jpeg,0.3603189332824416
67,pexels-photo-1510862_0_0_2_-1_-1.jpeg,0.0101028558397434
68,pexels-photo-1516317_-1_-1_0_-3_0.jpeg,0.2306245765776808
69,pexels-photo-1516420_0_-1_3_-3_0.jpeg,0.164450001155649
70,pexels-photo-1516424_0_0_0_-2_-1.jpeg,0.0330943073222803
71,pexels-photo-1516713_0_-1_3_-3_-2.jpeg,0.3088991474723906
72,pexels-photo-1517162_0_-1_3_-2_-2.jpeg,0.1959516864531867
73,pexels-photo-1517439_-1_-1_1_-3_-2.jpeg,0.1608345109452865
74,pexels-photo-1519814_0_0_-1_-3_-2.jpeg,0.1535873122882889
75,pexels-photo-1520624_-1_0_3_-2_0.jpeg,0.1383259270710267
76,pexels-photo-1521682_0_-1_0_-2_0.jpeg,0.2940593667697592
77,pexels-photo-1526730_0_-1_1_-2_-2.jpeg,0.390678797961267
78,pexels-photo-1526802_-1_0_0_0_0.jpeg,0.1404502390443299
79,pexels-photo-1529636_0_0_-1_-2_-2.jpeg,0.1709492489240718
80,pexels-photo-1529874_0_-1_-1_-4_0.jpeg,0.1667707748719674
